User,Comment,Rating
alfian ryan official,Sangat menarik untuk dikunjungi pemandangan yang indah dan nyaman lokasinya,5 bintang
Bagus Galang Pratama,"Kalo mau cari pemandangan yang pas, sunset dapet, sejuk dan indah. Disini oke banget sii, apalagi untuk tiket masuk bagi orang dewasa cukup murah, sekitar 30k perorang.",5 bintang
Rohmat Ismail,"Objek wisata yang harus dikunjungi ketika ke Bali. Pura Luhur Uluwatu yg terdapat di tebing sisi laut membuat tempat ini begitu dapat mengeskpose keindahan laut. Setelah berkeliling menjelajahi seluruh bagian pura, kita dapat menikmati tarian kecak yg sangat mengesankan hingga setelah fajar terbenam.",5 bintang
Viofelita Lupita 林惠珠,"Pemandangannya bagus, bisa lihat pantai, dan hutan tempat tinggal monyet. Wajib mengenakan sarung bagi pengunjung yg pakaiannya se atas lutut. Ada banyak monyet di sini yang suka mengambil barang, jadi turis diharap baik baik menyimpan barang bawaan. Disediakan guide untuk menjaga pengunjung dari monyet, dan akan kena charge 110rb untuk jasa tersebut.",4 bintang
Nurul Huda,"Sebuah tempat wisata yang menyuguhkan pemandangan indah terutama ketika sore dan pagi hari. Dengan nuansa alam berbalut kebudayaan membuat tempat ini semakin menarik. Namun, disini banyak monyet yang sering jahil mengambil barang atau makanan pengunjung.",5 bintang
Teguh A,"Pura Luhur Uluwatu atau Pura Uluwatumerupakan pura yang berada di wilayah Desa Pecatu, Kecamatan Kuta, Badung.

Pura yang terletak di ujung barat daya pulau Bali di atas anjungan batu karang yang terjal dan tinggi serta menjorok ke laut ini merupakan Pura Sad Kayangan yang dipercaya oleh orang Hindu sebagai penyangga dari 9 mata angin. Pura ini pada mulanya digunakan menjadi tempat memuja seorang pendeta suci dari abad ke-11 bernama Empu Kuturan. Ia menurunkan ajaran Desa Adat dengan segala aturannya.

Pura ini juga dipakai untuk memuja pendeta suci berikutnya, yaitu Dang Hyang Nirartha, yang datang ke Bali pada akhir tahun 1550 dan mengakhiri perjalanan sucinya dengan apa yang dinamakan Moksa atau Ngeluhur di tempat ini. Kata inilah yang menjadi asal nama Pura Luhur Uluwatu.[1]

Pura Uluwatu terletak pada ketinggian 97 meter dari permukaan laut. Di depan pura terdapat hutan kecil yang disebut alas kekeran, berfungsi sebagai penyangga kesucian pura.

Pura Uluwatu mempunyai beberapa pura pesanakan, yaitu pura yang erat kaitannya dengan pura induk. Pura pesanakan itu yaitu Pura Bajurit, Pura Pererepan, Pura Kulat, Pura Dalem Selonding dan Pura Dalem Pangleburan. Masing-masing pura ini mempunyai kaitan erat dengan Pura Uluwatu, terutama pada hari-hari piodalan-nya. Piodalan di Pura Uluwatu, Pura Bajurit, Pura Pererepan dan Pura Kulat jatuh pada Selasa Kliwon Wuku Medangsia setiap 210 hari. Manifestasi Tuhan yang dipuja di Pura Uluwatu adalah Dewa Rudra.[2]

Pura Uluwatu juga menjadi terkenal karena tepat di bawahnya adalah pantai Pecatu yang sering kali digunakan sebagai tempat untuk olahraga selancar, bahkan even internasional seringkali diadakan di sini. Ombak pantai ini terkenal amat cocok untuk dijadikan tempat selancar selain keindahan alam Bali yang memang amat cantik.",5 bintang
Nila Sutjiono,"Jng lupa kl ke Bali hrs kesini... menikmati pemandangan dari atas tebing dengan deburan ombak bagus banget.... tp hari2 dengan binatang yg 1 ini... yaitu monyet krn monyet dsn iseng2 bener mengambil kacamata, hp, topi or brg laennya yg bisa di jangkau... tp di bayar dengan harga pemandangan yg bagus bgt.... jng lupa dtg kesini ya... 😘 …",5 bintang
fazri misri,"Pura Uluwatu terletak pada ketinggian 97 meter dari permukaan laut. Di depan pura terdapat hutan kecil yang disebut alas kekeran, berfungsi sebagai penyangga kesucian pura.",5 bintang
Husni Mubarok,"Petugas jutek. Pembayaran pakai QRIS dipersulit. Bilang tidak bisa pakai QRIS/ non tunai sementara kami kelupaan bawa cash, tapi ternyata sebenernya bisa pakai QRIS. Akhirnya kita bayar pakai QRIS. Sangat Menyebalkan",2 bintang
Erni Dwi Utari,"Salah satu tempat wisata yg sangat amat amat recommended. Kenapa? Karna selain pemandangan atau viewnya yg bagus bgt, disini kita bisa nikmatin sunset dan pertunjukan tari kecak. Walaupun harganya cukup pricy, tp worth it banget. Karna Bali dapet julukan 1000 pura, di uluwatu ini jg ada puranya. Buat kalian yg berencana ke Bali, tempat ini recommended bgt buat dikunjungi. Jangan lupa jg buat nonton pertunjukan tari kecaknya,karna bagus bgt bgt bgt bgt bgt.",5 bintang
Ridho Ramidianto,"Tempatnya bagus banget, view juga oke. Cocok untuk liburan bareng keluarga. Terawat dan bersih juga, untuk yang berkunjung ke bali, sangat worth it dan rekom buat kesini",5 bintang
Extivonus Fransiskus,"BEWARE OF YOUR BELONGINGS AND WHAT YOU WEAR. Asli deh, monyet disini sangat nakal. Saya menjadi korban rusaknya kacamata saya yang di rusak oleh sekelompok monyet. Tapi untungnya sekelompok bapak-bapak petugas membantu saya mengambil kacamata saya tersebut.

Overall pemandangan disini sangat menakjubkan, indah banget, dengan kondisi jalan yang bagus. Saya kemari seorang diri, dengan menyewa motor dari denpasar. Rambu lalu lintas cukup jelas.",4 bintang
Surya Garnaditya,"Tempat wisata ini sudah banyak perubahan, sekarang tempat ini sangat rapi, tertata dengan baik dan bersih. Monyet-monyet juga masih banyak berkeliaran sekitar pintu masuk pura ini & masih tetap harus waspada karena monyet-monyet diarea ini sangat pintar, mereka dapat meminjam barang yang sedang kita pakai seperti topi, kacamata atau bahkan handphone.",5 bintang
agustinus angkoso,"Kunjungan kedua saya ke Uluwatu, landaian (jalur ramp) sangat membantu bagi orang tua. Jika ingin makan sebaiknya memilih kios makanan yg tidak langsung menghadap parkiran, karena lebih sepi pengunjung pelayanan lebih cepat, namun rasa masakan lebih enak dan yang terutama harga lebih murah bahkan sekedar untuk sebotol air mineral",5 bintang
Dwi C S,"pemandangannya sangat indah! namun harus tetap berhati-hati dengan monyet, jangan memakai perhiasan dan kacamata yang mencolok agar tak menarik perhatian mereka. oh iya, disini juga ada penampilan tari kecak yang bisa kita saksikan (menggunakan tiket masuk tentunya)",5 bintang
yuli ana,"Nice view and place,,,tapi lebih bagus kesana bila sore hari,karna kalo siang hari panasnya pool,dan bila bawa anak kecil alangkah baiknya bw strouler karna jalannya lumayan jauuhhh biar bisa liat semuanya",4 bintang
marantina napitu,"Karena pandemi, tempat ini sepi banget. Hanya ada 3 pasangan lain yang mengunjungi tempat ini. Perfect place with perfect view.
HTM hanya Rp 30K. Untuk anak-anak tidak perlu bayar. Hati-hati sama monyet yang mengintai barang bawaan kamu. Ada guide yang bersedia memandu perjalanan dengan cerita sejarah tempat ini",5 bintang
Shans Rahayu,"Disini banyak sekali monyet monyet berkeliaran jadi harus berhati-hati dan selalu menjaga barang bawaan kita. Handphone, kamera dan apalagi kacamata adalah barang incaran mereka. Salah satu romobongan saya diserang dan diambil kacamatanya 😀😅 …",5 bintang
Haris Muhlisin,Merupakan salah satu puser dari pulau bali kata bli ketut. Yaitu pura pengikat yang mengikat pulau bali ada beberapa puser bali salah satunya di Uluwatu ini. Menawarkan keindahan yang luar biasa. Tempat beribadah umat hindu tetapi kalau …,5 bintang
Heru Bento,Sudah sampai Bali.. Nelom. Lengkap jika belom mampir ke uluwatu temple. Tiket untuk dewasa 50.000 dan tiket untuk anak anak 30.000.jika mau liat kecak dance.. Yg di mulai pukul 18.00 sampai 19.00 per orang 100.000.jangan lupa selalu dinjaga barang bawaan.,5 bintang
Gembong Suwarto,"Pura Luhur Uluwatu berada di desa Pecatu, Kecamatan Kuta Selatan, Kabupaten Badung, Bali.
Disini ada area hutan yang luas dengan banyak pepohonan serta banyak kera yang berekor panjang.
Disini kita juga dapat menikmati Sunset, betapa indahnya pemandangan saat matahari terbenam.",5 bintang
Yaum Ini,"Tempat wisata yang bagus karena memiliki pemandangan yang indah dan sangat luar biasa toleransi disana, baik untuk rekreasi keluarga serta teman.",5 bintang
Mauliyana Yuniar Rahma,"Kalo liburan ke bali wajib kesini, viewnya untuk berfoto baguss langsung mengarah ke laut bali dan tebing2 yang cantikk, orang2nya ramah2 jugaa.",5 bintang
FK,"Luas bgt tempatnya, parkir jg luas, didlm bnyk monyet hati2 sm brng bawaan.",5 bintang
M ZAYN,"Mempesonaaaaaa ...
Gw dapat sudut yg pas banged (menurut gw). Matahari terbenam persis di tengah2 tugu, then moment ketika api nyala persis di tengah2.

Baru kali ini liat tari kecak, keknya susah y nyamain suara org sebanyak itu. Mantul!

Jangan datang kesorean, datang lebih dulu aja cari tempat yg paling pas, kalian bakal liat sunset sekaligus pertunjukan. Cari angle yang paling pas! Klo kesorean, malah dapatnya tempat duduk sisa. Empel2an dah!",5 bintang
lina lini,Bagus. Tiket masuk 30rb. Pemandangan laut indah. Banyak monyet disini.,5 bintang
Ismail Sunggu,"Awesome place, salah satu tempat di bali dengan view yg tidak akan membuat kita bosan berlama-lama di sana",5 bintang
tripbarengputu,"Tips Jitu Saat Mau Menonton Tari Kecak dgn Pemandangan Sunset Terbaik Samudra India di Pura Uluwatu

Video ini saya persembahkan untuk teman-teman yang belum kesampaian nonton tari kecak di Pura Uluwatu dan saya juga akan membagikan beberapa informasi tentang pembelian tiket dan jam yang tepat menonton.

Saran saya, kalian datang lebih awal sekitar Pukul 4 Sore sudah di Pura Uluwatu. Jika kalian dari Denpasar berikan spare waktu 1-1,5 jam dijalan. Jika kalian dari Ubud, berikan waktu 2-2,5 jam agar Pukul 4 sudah sampai. Takutnya macet yang tidak bisa dipresiksi. Kalian bisa lewat tol agar lebih nyaman, terhindar dari macet dan pemandangan yang indah.

Setibanya kalian di Pura Uluwatu, kalian harus membeli tiket masuk ke pura seharga 25k untuk lokal dan 30k untuk asing terlebih dahulu. Kalian akan dipinjami kamen / kain lebar berwarna ungu / selendang (senteng dalam bahasa Bali) sebagai syarat memasuki kawasan Pura Sakral Uluwatu. Yang memakai rok panjang / celana panjang kalian bisa menggunakan selendang berwarna orange, dan kain ungu bagi yang memakai celana pendek / rok pendek.

Sembari menunggu loket tiket tari kecak dibuka Pukul 5 Sore. Kalian bisa menikmati indahnya pura yang berada diatas tebing dengan pemandangan laut lepas Samudra India yang dikelilingi banyak pepohonan dan banyaknya monyet-monyet nakal penghuni hutan pura. Berhati-hatilah dengan barang-barang bawaan / berharga seperti kaca mata, dompet, handphone agar tidak dicuri oleh monyet. Baca peraturan apa yang tidak boleh dilakukan di pura ini ya...

Loket penjualan tiket tari kecak berada di timur pura. Kalian akan sangat mudah menemukan karena akan terlihat jelas banyak orang mengantri. Pemesanan tiket sekarang sudah bisa dipesan melalui online jika tidak ingin mengantri. Pastikan Pukul 5 tepat kalian sudah di dalam antrian agar tidak kehabisan tiket. Harga tiket lokal maupun asing sama, hanya 100k per orang.

Jika sudah mendapatkan tiket, kalian akan diarahkan dimana pintu masuk panggung pementasan, serahkan tiket, petugas akan mengecek tas untuj menghindari hal-hal yang tidaj diinginkan, duduklah searah dengan matahari agar mendapatkan spot sunset terbaik ketika matahari terbenam dan pilih lah tempat duduk paling atas karena ketika kalian capek / kaki terasa kesemutan, kalian bisa berdiri tanpa mengganggu pengunjung lain. Bawa air juga lebih baik, karena kalian akan menunggu 1 jam sampai tari dipentaskan Pukul 6 tepat. Dan pementasan selesai Pukul 7 karena durasi pementasan hanya 1 jam.

Jangan lupa membaca naskah cerita dikertas yang diberikan oleh petugas ketika membeli tiket agar tidak bingung ketika tari dipentaskan. Selain itu, kertas naskah juga bisa digunakan untuk menutupi wajah dari panasnya mentari atau juga bisa digunakan untuk kipas-kipas 😬

Itulah beberapa tips jitu saat mau menonton tari kecak di Pura Uluwatu. Jangan lupa bawa sampah mu pulang.

Salam Jelajah Bali,

#tripbarengputu",5 bintang
Agung Surya Dewanto,"Uluwatu temple atau Pura Uluwatu ini terletak di ujung selatan pulau Bali.
Disini terdapat Pura Uluwatu yang letaknya di puncak bukit karang curam dan bawahnya merupakan pantai dengan gelombang yang cukup besar.
Sering diadakan kejuaraan surfing di pantainya.
Dulu disini banyak sekali monyetnya, tetapi kunjungan saya di akhir 2018 ini saya sama sekali tidak melihat ada monyetnya. Gak jelas pada kemana monyet2 ini.",5 bintang
Ari mardani,"tempat yang indah dan pantai yang asri,cocok untuk berbulan adu",5 bintang
agus wijanarko,"Area Wisata Religi Agama Hindu Bali ini sangat baik, bersih dan terawat dan terjaga kelestariannya habitatnya seperti tanaman dan hewan monyet  Asli  Bali.
Tempat wisata ini sudah tersedia sarana masa pandemi yaitu cuci tangan dan cek suhu.
Budaya dan adat istiadat sebelum berkunjung patut kita patuhi seperti Santun berkata - kata dan tidak melakukan hal - hal yang tidak terpuji atau berkata - kata yang tidak perlu sebaiknya tidak dilakukan di area wisata religi ini.
Sebelum masuk kita diwajibkan menggunakan selendang orange sebagai tanda keterkaitan /berada dilingkungan ini.
Sebelum masuk ke pintu Utama wisata dari ruang penyambutan tamu kita sudah terlebih dahulu diberi arahan dan Nasehat oleh pengelola saat itu ada seorang Ibu dan bapak tua dan Ibu Muda  seperti tidak mengeluarkan tas, makanan atau menenteng HP dan Kamera yang berresiko direbut oleh Monyet Monyet Sakral  di Area Wisata Pura.
Setelah itu kita dapat melalui halaman yang luas dan tetap terawat sambil melihat laut lepas...tempat Ulu Watu terlihat disudut padang bawah bukit Pura ini. Kemudian kita ketemu Prasasti Tugu Tentang Pura Luhur...sebelum masuk Gerbang atas...dan disini kita melalui tangga susunan batu alam...istirahat sebentar diatas namun kita tidak diperbolehkan ke Gerbang Terakhir dimana disana letak Pura Luhur Persembahyangan Saudara Saudara kita yang  beragama Hindu...lalu kita menuju jalan lain untuk selanjutnya pulang ke area parkir.",5 bintang
Muhammad Ilham,"Tempatnya bagus banget, sangan enak untuk liburan sama keluarga. Next bakal kesini lagi",5 bintang
PanduGunatama,"Pemandangan wisata luar Pura Luhur Uluwatu sangat bagus, kawasan wisata luar Pura Luhur Uluwatu adalah salah satu spot melihat sunset yang terbaik karna sebari kita disuguhkan sunset kita juga bisa menikmati indahnya samudra. Selain itu …",5 bintang
Kuncoro Adi,"Berkali kali ke tempat ini Tak pernah bosan. Terakhir ke sini pagi menjelang siang jadi tdk sempat menikmati sunset.Tapi panoramanya tetap elok.cuma hati hati dgn monyet yg nakal, mrk suka merebut topi hingga ponsel.",5 bintang
dien koesoema,"Tempat dan view bagus, tapi monyetnya sebagian nakal, jd kurang nyaman di lokasi",4 bintang
Salsabila Putri,"Tempatnya bersih, nyaman bersantai cocok disini",5 bintang
Gabrielle Alicia,"Tempatnya oke banget untuk visit sama keluarga di weekdays, for scenery, i think it’s really breathtaking. rasanya tenang banget dan jauh dari keramaian",5 bintang
Heady Erdy,"Suasananya tenang, pemandangannya memukau, apalagi waktu matahari terbenam, simply breathtaking!",5 bintang
ahmad fadel,Pemandangan yang indah sekali satu hal penting dari saya simpan barang berharga ke dalam tas agar tidak diambil oleh monyet suci di sana.itu saja enjoy your journey,5 bintang
nagita devina,Sungguh kalian harus mencoba datang ketempat yang indah ini minimal sekali seumur hidup,5 bintang
The Dimaz,"Tempatnya bersih
Banyak sekali sport untuk foto foto
Udara segar banget",5 bintang
Niken Niki 이하니 (chagiya travel),"Ke Uluwatu udah beberapa kali ngajak tamu.

Akses menuju kesini mudah tapi pas weekend sore hari akan rame orang krn nonton kecak dance.

Tiket masuk 30rb
Tiket kecak 150rb beli di dalem area sebelum panggung.

Hati2 dengan barang bawaan karna monyet disini kejam bisa ambil barang kalian. Dan tamuku ada yg jd korban kacamatanya.

Worth to visit.",5 bintang
ike,Tempat dengan pemandangan indah.ga bisa masuk ke temple kalo ga ada acara.hati2 dengan tas dan gadged anda karena banyak monyet usil disekitar tempat ini,5 bintang
Sagung Aditya,"Kesini untuk lihat tari kecak, dulu tahun 2012 ada atraksi semburan api tapi sekarang sdh tidak ada. …",5 bintang
Dt,"Pura leluhur yg menjadi situs budaya Bali ,selain menjadi tempat beribadat juga menarik perhatian para wisata lokal dan mancanegara  karena spot nya yg indah.",4 bintang
Entabun Sayuti,"Luar luhur uluwatu lokasi ditebing pinggir laut, 2x kesana tdk bosan krn pemandangan yg sangat bagus, sangat indah..apalagi pas sunset n tari kecak..luarbiasaaa",4 bintang
Samsu S20,Temoat wisata menarik. Wajib berkunjung saat ke bali 😍 …,5 bintang
Sabbath Marchend,"Emang bener dah. Ini tempat mantap betul buat diabadikan baik dalam bentuk kenangan maupun dalam bentuk digital. Hamparan pantai yg terpandang dari atas bukit, menggugah jiwa untuk mengaku bahwa Tuhan itu memang Maha Kuasa, ciptaanNya aja sudah demikian indah, apalagi sang penciptanya.",4 bintang
SUPARYADI,"Tempat yang sangat bagus sekali untuk berlibur.
Selain itu juga sangat cocok untuk pengalaman secara emosional",5 bintang
Salsabilla sabrina Putri,"Wajib kesini sih kalau mau healing, bener bener bagus dan nyaman tempatnya. Cocok untuk orang yang suka alam. Beatiful place",5 bintang
Marye Agung,"Pemandangannya indah, terutama saat sunset. Di hutan ukuwatu juga banyak terdapat kera/monyet. Hati-hati dengan barang bawaan agar tidak diambil monyet/kera. Tempat parkir luas, banyak warung makan",4 bintang
Acep Blurr,lumayan cape jalan2 turun naik tapi keren,5 bintang
sovime madi,"Sunset disini keren sekali, disini pengunjung dapat menikmati pemandangan dan atraksi tari kecak (tiket sekitar rp 100.0000).",4 bintang
Zaid Muntaqa,tempat yg bagus dan indah dengan pemandangan laut lepas serta adanya pertunjukan tari kecak disini membuat tempat ini semakin cocok dijadikan destinasi wisata saat berkunjung ke bali khususnya,5 bintang
I Putu Dedy Martawan,"Pas satu bulan lalu sembahyang kesini pas posisi melam hari , biar jalan gak macet juga , sampai sana tetep antre sembahyang karena antusiasnya tinggi untuk nangkil sembahyang . Seneng juga tapi panitia juga membantu ubtuk proses masuk ke …",5 bintang
windy syahraningsih,"Keindahan pura uluwatu selalu buat kami sekeluarga kembali lagi ke tempat indah ini, harganya pun sangat murah untuk destinasi cantik ini di kota bali 👍🏻👍🏻 …",5 bintang
Eny Rus,"Tempatnya bersih, kalau masuk jangan bawa banyak tas, karena didalam banyak monyet yg suka ambil barang bawaan dikira makanan😄 …",5 bintang
Permaitika Apriandini Diana Ekadara,"hati hati dengan monyet di sini. mereka mengambil apapun yang bisa diambil seperti dompet, kacamata, bahkan handphone kalian. kalau untuk pemandangannya tidak diragukan lagi.",5 bintang
Egi Ahmad Setiadi Pahlevi,"Wonderfull place, keren banget sih bisa lebih mengenal budaya indonesia yang sangat indah",5 bintang
Vera Rifa'i,Rugi banget udah ke Bali kalo gak kesini.... Pemandangannya luar biasa...... Amazing....,5 bintang
Mohammad Shahfiq,Jaga² dengan barang bawaanmu terutama kaca mata,5 bintang
Kezia Aprilia,"Pemandangannya bagus sekali, cocok untk kita para pekerja yg sedang bosan atau jenuh.
tempat ini cocok untuk healing dan menikmati udara segara",5 bintang
Sugianto Yahya,Pura di ujung Pecatu ini bukan cuma berfungsi sebagai tempat ibadah umat Hindu saja tapi jg berfungsi sebagai obyek wisata religi yg ada di pulau Dewata yg menjadi magnet para wisman,4 bintang
Alifah y s,"Akses jalan besar, tmptnya ya bersih
Cuman hati"" banyak monyet 🤣
Biasanya ada penampilannya, bayar 150 perorang …",5 bintang
MOHAMAD MAULANA RAHMA,"Sangat rekomendasi Pemandangannya bagus, harus pakai celana dibawah lutut hati2 banyak monyet.",5 bintang
Silvia Putri,"Ga tahu lagi gimana bilangnya, kalau tempat ini cantik banget. Tempatnya juga luas bisa foto dimana aja ditempat ini. Khusus yg foto u/prewed jg disediakan. Ada juga pertunjukan tari kecaknya yg baru bisa disaksikan menjelang matahari …",5 bintang
Fadey Jevera,"Walaupun jaraknya cukup jauh, tapi tempat ini sangat bagus.
Harap hati-hati yang membawa tas jinjing atau minuman karena banyak monyet disini suka mengambil barang bawaan. …",5 bintang
Hendro Kristofel,Tempat yg sangat indah untuk melihat sunset dan di temani pertujukan kecak dance,5 bintang
Saputra,"Sangat direkomendasikan untuk datang kesini ketika dibali, htm 30 rbu pemandangan indah dan juga bisa liat tari kecak",5 bintang
Bayu Nasution,"Pantai nya cantik, bisa lihat pemandangan sangat indah",5 bintang
Dwi Kurniawan,Selalu mampir kesini setiap ke bali....indah dan gak pernah bosen mengunjungi...area tari kecak makin rapi dan bagus...spot foto juga cantik,5 bintang
AO W,"Kecak dance, 140k, buy online in advance, ada banyak monyet, you were warned",5 bintang
Willy Riyadi,"Pura dengan pemandangan yang menabjubkan. Cocok untuk liburan. Hati2 sama monyet yang suka mengambil barang seperti HP, Kacamata, Dompet, Topi.",5 bintang
Restu wahyuningsih,Menjadi tempat paling favorit untuk menonton tarian Kecak adalah latar belakang matahari terbenam dari pertunjukan,5 bintang
Chandra Wibowo,"Epic !!!! Pertunjukannya sangat bagus, dengan latar samudra indonesia. Dikemas dengan rapi, penari profesional",5 bintang
Toto Galing,Pesona memukau deburan ombak yang sangat bikin rilex,5 bintang
Rayya Nadia Fitri,"Its breathtaking, cant describe any further
Sangat mengagumkan, saya kehilangan kata kata",5 bintang
Anggie T. Mahardhika,"Parkirannya luas, tempatnya bagus dan masih terjaga karena masih dipakai buat ibadah. Banyak kera nya jadi hati-hati kalau bawa barang bawaan dan kaca mata.",5 bintang
Mohammad Bayu Pratama,"Tempat ibadah yang sangat tenang, salut kepada para pendiri dan pembuat tempat indah ini.",5 bintang
Michael Patrick Sinulingga,Bisa menemukan banyak kera yang dibiarkan bebas disini. Yang paling keren adalah pertunjukan tari kecaknya dilatari matahari tenggelam,5 bintang
Riski Ramadhani,"sangat di rekomendasikan untuk pengunjung yg ingin singgah di objek wisata Bali, dengan fasilitas yg ada kita bisa menikmati sunset yg sempurna, dengan suasana alam yg masih alami dan bersih, ada juga tari kecak yg sudah dinobatkan menjadi tari kecak terbaik di Bali, dengan harga tiket masuk 150.000 per orang, sangat direkomendasikan",5 bintang
zamimotret,"pertunjukan kecak spektakuler dengan pemandangan matahari terbenam yang memukau.
tempat yang indah untuk dikunjungi",5 bintang
Nezi Hidayani,"Keren pake banget..benar2 harus datang kesini, gak cuma buat sunsetnya tapi juga buat ngeliat kesenian tarik kecaknya...bagi pecinta seni..recommended banget",5 bintang
Pungky Pink,"Letaknya diatas pinggir pantai, view-nya keren, adat budaya masih kental dengan adanya upacara adat untuk leluhur",4 bintang
Nabiilurrahman,"Uluwatu tempel,tempat suci yang harus dipatuhi peraturan peraturan yang ada,seperti berpakaian sopan,wanita yang sedang haid tidak diperkenankan naik ke atas,dan juga hindarilah barang2 yang mudah mencolok karna adanya monkey forest yang …",4 bintang
Alifatun Nikmah,"Pura yg terletak di tebing pantai, membuat ke indahannya terlihat jelas. Di sini juga ada pertunjukan tari kecaknya",5 bintang
Ni Made Laksmi,"Salah satu pura yang selalu menarik untuk di kunjungi, selain untuk bersembahyang pura ini juga biasa dikunjungi wisatawan untuk menikmati pemandangan alam yg indah terutama saat sunset dan menonton pertunjukan tari kecak.",4 bintang
Fachmi Rifal,"Tempat wisata yang Bagus dan asri, view yg luar biasa, dan masih banyak monkey yg terjaga. The best👌 …",5 bintang
Ana Wijayanti,"Tetap menarik kesini, pertunjukan tari kecak sudah setiap hari dipentaskan (era new normal)",5 bintang
Tia Muthia Sholihat,"The most beautiful temple yg pernah aku lihat. Temple with sunset view. Bener2 indah. No words can describe how beautiful that.
Banyak monyet berkeliaran soooooo happy, but be careful buat tas dan makanan kita. Selama tidak mengganggu masih aman2 aja yaaa. Placetogoinbaliiiiiiii pokoknya 😻 …",5 bintang
soli hepi,"Om Swastiastu
Pura Luhur Uluwatu berada di bukit karang tinggi, suhunya sangat panas sekali tapi itu tidak mengapa karena setimpal dengan keindahannya. Kita bisa melihat …",4 bintang
Fitriani sit,"Tempatnya luar biasa indah,  lautnya luar biasa cantik, birunya laut mampu menenangkan pikiran.
Terdapat banyak monyet dan baby monyet yang berkeliaran dengan bebas. …",5 bintang
Muhammad Muthi,"Pertama kali berwisata ke uluwatu, pas ulang tahun pura. Sangat ramai suasananya.",5 bintang
Christy,"Seperti biasa, sangat indah.
Tapi agak sepi saat sy datang.
mgkn krn tiketnya naik jadi 30rb/org",5 bintang
Raffaneza,"Tempat yang sangat indah untuk foto², pemandangan laut yang juara. Namun tetap harus berhati-hati karena ada banyak monyet yang bersifat galak",5 bintang
Khomaini Rasyidi,"Tempatnya indah dan bersih juga, untuk masuk ke pura ini diwajibkan pakai kain ya karna bagi warga bali ini tempat suci gimanapun juga kita harus menghargainya, dan hati"" untuk yg bawa makanan, dan benda"" kecil lain seperti kacamata dan hp …",5 bintang
Ann Montagnoli,"Gak bisa ke pura nya, hanya untuk yg sembahyang saja. Tiket local dan foreigner di bedain. Tapi kain/pengikat sudah disediakan. Petugas akan membantu memakaikan. Kalau pakaian sopan, tidak perlu kain hanya obi saja. Btw, pemandangan lautnya indah bgt..",5 bintang
Ariel Kenzie,Pantai yg bagus untuk yang hobi foto,5 bintang
Joe Mariyanto,"Pemandangan laut dari ketinggian 97mdpl, sangat bagus, rata2 para wisatawan memilih menikmati sunset di pantai Kuta, padahal sunset disini lebih bagus. Hati-hati dengan barang bawaan anda karena monyet disini kadang suka iseng.",5 bintang
Agus Kurniawan,Tempat menikmati sunset dan tari kecak yg oke. Tapi harus hati2 dgn monyet liar yg ada. Bisa ambil barang kita,5 bintang
Dendy Melody,"Tempat yang aura religinya sangat terasa, namun dibalik itu semua uluwatu merupakan tempat vacation di bali yang mempunyai pemandangan yang indah.",5 bintang
Aldira Rasyid,"Pemandangan yg keren ,cocok banget buat liat sunset diatas bukit",5 bintang
Metha Roswitha,"Pertama kali kesini buat nonton tari kecak sambil melihat sunset dan semilir angin... mengagumkan sekaliiiiii.. walopun perjalanan ke atas ketakutan sama monyet2 yg berkeliaran🤭🤭🤭, tapi terobati sama pesona indah pemandangan dan tarian kecaknya... …",5 bintang
Khoirul Anam,"Pantai yg sangat indah, tempatnya sangat bersih. Dan juga ada monyetnya yg masih liar, jdi harus lebih hati2.",5 bintang
Furqoni Agus,Pemandangan yg indah,5 bintang
indah,Wisata yang tepat untuk menutup hari.. Sambil nonton tari kecak bisa menikmati pemandangan matahari terbenam ... Anugerah Tuhan yang luar biasa ! Ga nyesel kemari..,5 bintang
Winda Maharani,Tidak diperkenankan untuk masuk ke dalam wilayah pura bagi wanita yang sedang dalam masa periode. Untuk masuk ke dalam diharuskan untuk memakai sarung adat yang dipinjamkan didekat loket karcis masuk. Hati-hati dengan monyet yang dapat …,4 bintang
Helmi Taufiqurrahman,Tempat buat melihat sunset tapi hati² dengan barang bawaan atau makanan karena monyet disini suka mengambil barang bawaan pengunjung,4 bintang
Siska Siahaan,Sangat bagus dan luar biasa pemandangannya,5 bintang
adam ali2794,"Salah satu tempat wisata yg pasti dikunjungi kalau ke bali, sekarang harga tiket masuk 30k",4 bintang
Serlita Lesmana,Awesome.. Gada kata lain selain baguss.. Sangat menikmati pemandangan laut yg begitu indah.. Dan tari kecak yg atraktif disertai suara deburan ombak.. Baguss deh..,5 bintang
Andrean Herics,"Untuk fasilitas mungkin bisa ditingkatkan, terutama toilet dan beberapa spot foto",4 bintang
Raisyah Gongseng,Tempat paling indah dan berkesan untuk para wisatawan lokal dan mancanegara,5 bintang
Jeanne Cornellya Biur,Salah satu wisata yang sangat rekomen di Bali. Suasana masih sangat tenang dan asri,5 bintang
Dina Lubna Zakiya,Pemandangan sangat indah. Penyuka sejarah atau wisata pura  pasti sangat senang berada disini,5 bintang
Sri Wahyuningsih Ahmad,"Pura Luhur Uluwatu tempat beribadah warga bali, tempat melihat keindahan alam bali,dari atas tebing. Terdapat monyet juga. Harus kesini.",4 bintang
