User,Comment,Rating
Elen Utama,Viewnya bagus perjalanan kesana luar biasa apalagi pas ombaknya tinggi,5 bintang
Permana Aji,"Walopun perjalanannya agak jauh dgn jalan agak sempit dan kurang bagus                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , tapi pemandangan di tempat ini luarbiasa indahnya...                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Cuman saat itu kunjungannya kurang nyaman karena d pengunjungnya pas sangat banyak                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , jd kurang bisa menikmati.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Kata gaetnya saat yg paling tepat utk mengunjungi tempat ini adalah sblm jam 9 pagi or agak sore seklian menikmati sunset",5 bintang
avianto hadi wibowo,Pemandangannya beautiful,5 bintang
Hari Yadi,"Destinasi populer di Nusa Penida, selalu ramai pengunjung turis lokal dan mancanegara, antri fotonya harus sabar panas2an. Klo mau turun ke bawah pastikan punya waktu lebih karena lumayan jauh turunya. Pemandangan dari atas sudah sangat bagus klo mau foto bagus bisa sewa guide",5 bintang
BorNeo WalkEr,Keren parah... apalagi sampe ke pantainya,5 bintang
mega kencana putri,Habis dari Penida balik ke kuta rasanya hampa,5 bintang
Wahyu Permana,"Pemandangannya dengan laut bening dan karang yang indah, lokasi tidak jauh dari pelabuhan",4 bintang
Damaru Jp,Alhamdulilah bisa liburan kesini🥰 sungguh menakjubkan view’nya bikin nagih  😍 …,5 bintang
Gaj Simamora,Tempat bagus utk berfoto,5 bintang
Andre Setyawan,Naik perahu pesan di sope pp 140 rb sewa motor disana 100rb sehari jarak dari pelabuhan ke kelingking 40 menit perahu kembali ke Sanur terakir jam 5,5 bintang
Wulan LanWLan,Ramai pengunjung.. Ada tempat untuk berfoto diatas tapi ditutup pintunya. Ga tau kenapa,4 bintang
Dafid Sukamto,"Jarak tempuhnya jauh banget, tidak friendly banget buat yang bawa anak², tracknya pun sangat tidak friendly. Tetapi kelingking beachnya sangat² bagus sekali, tempatnya adem dan wow deh pokoknya",3 bintang
Dee Mauel,Okpun.. sayang yg disisi pantai ga kedengaran musiknya,5 bintang
Fadli Ramdani,kalo kesini jangan weekend biar lebih puas berfoto 😂 …,5 bintang
laras danar,"Kerennn bangett..                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Pasirnya putih masih asri banget                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Air lautnya biru bangettt😭😭 …",5 bintang
Sinniati Lin,"Pemandangannya bagus.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Semua capek terbayarkan.",5 bintang
shugi xu,"Tempat yang sangat bagus, Terdapat banyak spot untuk foto disini. Cuma cuaca di Nusa Penida agak Panas dan kata orang lokal disana memang jarang hujan.",5 bintang
Maulana Lia,"Suasananya sejuk, airnya jernih, aksesnya masih bisa dicapai dan pemandangan nya luar biasa indah sekali",5 bintang
rohini chavan,Best sunset pn kelingking beach,5 bintang
Yohanes Kristianto,Untuk turun naik ke bawah perlu stamina dan kondisi fisik tubuh yang prima,4 bintang
Agtama Riffian,"Kepleset dikit, sudah beda alam 😁 …",5 bintang
Jhoko Kenta27,Surga nya Indonesia,5 bintang
Nouvaldha Dimas F,"Terbaik deh ini,icon nusa penida banget hehe",5 bintang
Neni Wardana,"Bagus banget! Dijamin foto tanpa edit tanpa filter juga bakala n bagus banget disini. Klo untuk ke spot fotonya aja sih ga usah jalan kali jauh-jauh dari parkiran. Tapi klo mau ke pantainya sepertinya butuh effort dan fisik yang kuat apalagi jika siang hari, sinar matahari terik, bakalan panas banget!",5 bintang
Kunthi Nali Brata,"Ga perlu diragukan lagi… stunning banget udah pasti. Cuma karena udah sangat well-known jadi pasti penuh sama turis. Tapi pemandangannya worth it banget. Kalau berniat turun ke pantainya, siapin energi aja karena naiknya bakalan capek bgt.",5 bintang
I G. Nyoman Sudharmadi,"Lokasi sangat menakjubkan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , sebaiknya pergi ke lokasi pagi atau sore hari. Kalau siang hari pasti berjubel rame sekali sampai kesulitan parkiran. Dari lokasi parkir ke lokasi spot foto  sejauh sekitar 500 m ditempuh dengan jalan kaki atau naik gojek. Di kiri kanan jalan banyak yang menjual makanan dan minuman.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Kalau naik ke anjungan tempat tertinggi mengambil foto bayar Rp. 5.000/pax.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Masuk ke lokasi parkiran dipungut tarif Flat Rp. 10.000/mobil                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , berapapun jumlah penumpang di dalam mobil.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Juga terdapat beberapa restoran di sebelah anjungan spot foto.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Bagi yang punya Drone, tentu akan sangat mengasyikkan membuat video di lokasi ini.",5 bintang
Emy Tri Dianasari,"Kami berkunjung saat laut tenang, sehingga air jernih kebiruan. Setelah melewati tangga yang menguji lutut bisa main di pantainya.",5 bintang
Adi Riadi,"Kelingking Beach                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Dari parkiran mobil sangat dekat.",5 bintang
Yoni Oktosan,view nya keren tapi hot not public,5 bintang
Arta Tng,Pantai yang wajib di kunjungi ketika berada di Nusa Penida Bali Indonesia,5 bintang
bugar ashari,"Dari pintu masuk tetap ambil kanan terus hingga ke puncak bukit, jalan setapak waktu saya kesana memang belum terlihat. Jangan lupa klo kesini wajib pake tabir surya yg tebel, karena panas puolll..",5 bintang
Fima Permadi,Indah bagus tempatnya,5 bintang
Pembersih Karpet,"Good place with a good view. Perjalanan dari pelabuhan cukup jauh tapi nuansanya sangat alami. Spot foto yang bagus, untuk mendapatkan berbagai spot, dapat menuruni tangga yang curam. Di hari hari tertentu sangat ramai,  sangat ramai",5 bintang
The Rich Penida,"Tempah yang indah, namun perlu pengawasan karena lokasi yang tinggi.",5 bintang
Stephanus Riawan,"View nya sangat indah dengan pemandangan laut luas dan bersih sekali, beruntung saat saya kesana cuaca cerah dan pengunjungnya ramai normal tidak padat jadi saya sekeluarga bisa menikmati pemandangan yang menakjubkan ini.",5 bintang
Ari Yanto,Pantai yg butuh perjuangan tp tidak menghianiti hasil. Keren,5 bintang
Reza Kusuma Ridwan,"Perjalanan ke bawah minimal 45 menit utk pemula                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , tapi worth it setelah di bawah. Saran                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , bawa air ke bawah krn harga air se liter di bawah 50K se botol.                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Hati hati dg ombaknya, lumayan ganas",5 bintang
